loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN100083,C200083,31,Male,Graduate,Married,SelfEmployed,26,112200,9350,280,2.0,606,45,0,0,276000,12,13.82,24758,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,674802,SemiUrban,AUTO,EastZone,3,49.3,25.2,0.84,0.804,Low,Salaried,Branch,No,No,No,0
LN100084,C200084,28,Male,PostGraduate,Married,Salaried,5,82500,6875,1549,1.913,581,0,0,0,186000,18,15.0,11604,Agri,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,260370,Urban,AUTO,WestZone,3,1.7,14.1,0.192,0.286,High,Salaried,Branch,No,Yes,No,1
LN100085,C200085,31,Female,HighSchool,Married,Salaried,4,21200,1767,249,0.963,758,13,0,0,74000,72,12.14,1452,Home,Secured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,403403,Rural,AUTO,SouthZone,2,2.4,10.3,0.262,0.322,Medium,Agri,Partner,Yes,No,No,0
LN100086,C200086,48,Female,Graduate,Married,Salaried,10,51800,4317,411,2.0,541,14,0,0,388000,60,16.72,9584,Vehicle,Secured,2024-01-01,Active,0,TopUp,Rajasthan,Unknown,Unknown,220910,Urban,AUTO,WestZone,3,1.5,19.0,0.608,0.572,High,Salaried,Branch,No,Yes,No,1
LN100087,C200087,41,Male,HighSchool,Single,Farmer,8,12000,1000,156,2.0,448,0,0,0,50000,18,19.83,3234,Education,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,651326,Urban,AUTO,EastZone,4,35.6,24.9,0.581,0.692,High,Salaried,Digital,Yes,No,Yes,1
LN100088,C200088,31,Male,Graduate,Single,Salaried,33,42200,3517,1404,2.0,695,8,0,0,212000,36,13.71,7216,Agri,Secured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,189926,Urban,AUTO,CentralZone,2,0.6,21.6,0.649,0.646,High,MSME,Field,Yes,No,Yes,0
LN100089,C200089,44,Female,Graduate,Married,Salaried,75,100000,8333,771,1.52,655,141,0,0,355000,36,12.62,11896,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,356423,Urban,AUTO,SouthZone,3,1.7,14.4,0.39,0.445,Medium,MSME,Field,Yes,Yes,No,0
LN100090,C200090,39,Male,PostGraduate,Married,Salaried,79,179100,14925,95,0.665,650,140,0,0,338000,48,17.44,9830,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,771382,Rural,AUTO,SouthZone,3,19.6,9.8,0.383,0.366,Medium,Agri,Digital,Yes,No,Yes,0
LN100091,C200091,49,Female,Graduate,Married,Farmer,24,43400,3617,6,1.731,635,48,1,0,179000,36,15.56,6254,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,123588,Urban,AUTO,SouthZone,2,36.3,11.7,0.226,0.349,Medium,Agri,Branch,No,No,No,1
LN100092,C200092,29,Male,Graduate,Married,Business,26,59800,4983,1085,2.0,596,70,1,0,322000,36,16.4,11384,Personal,Unsecured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,615571,Rural,AUTO,SouthZone,0,5.2,18.9,0.408,0.499,Low,Salaried,Digital,No,Yes,No,1
LN100093,C200093,34,Female,PostGraduate,Married,Farmer,6,86100,7175,283,1.581,567,21,0,0,306000,36,18.01,11064,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,422815,SemiUrban,AUTO,SouthZone,4,3.1,11.7,0.354,0.353,Medium,Salaried,Branch,No,Yes,Yes,1
LN100094,C200094,33,Female,Graduate,Married,Farmer,60,16300,1358,325,2.0,614,67,0,0,171000,120,14.03,2658,Home,Secured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,428011,SemiUrban,AUTO,WestZone,4,28.8,13.1,0.326,0.415,Low,MSME,Branch,Yes,No,No,1
LN100095,C200095,21,Female,Graduate,Single,Unemployed,10,43100,3592,81,2.0,437,19,1,0,207000,36,23.31,8046,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,265610,Rural,AUTO,NorthZone,3,3.2,23.8,0.591,0.687,Medium,Salaried,Branch,Yes,Yes,No,1
LN100096,C200096,41,Male,PostGraduate,Single,SelfEmployed,20,115900,9658,267,1.457,724,66,0,0,591000,60,14.17,13804,Personal,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,844578,SemiUrban,AUTO,SouthZone,0,3.7,15.1,0.625,0.455,Low,Mixed,Branch,No,Yes,No,1
LN100097,C200097,41,Female,Graduate,Married,SelfEmployed,2,42900,3575,501,2.0,550,0,1,1,354000,48,12.14,9347,Agri,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,813097,Urban,AUTO,SouthZone,2,21.6,13.4,0.316,0.343,High,Mixed,Branch,No,No,No,1
LN100098,C200098,38,Female,HighSchool,Single,Farmer,37,44200,3683,37,2.0,505,48,1,1,129000,18,15.81,8097,Business,Unsecured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,806616,Rural,AUTO,SouthZone,1,9.5,14.8,0.358,0.433,Medium,MSME,Partner,No,No,No,1
LN100099,C200099,35,Female,Graduate,Married,Salaried,15,61300,5108,277,2.0,664,31,0,0,216000,24,14.41,10413,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,175366,SemiUrban,AUTO,NorthZone,2,0.2,21.0,0.709,0.693,Low,Mixed,Digital,No,Yes,No,0
LN100100,C200100,21,Male,Graduate,Married,Salaried,83,48500,4042,167,1.587,566,160,0,0,229000,48,13.92,6249,Agri,Secured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,538933,Urban,AUTO,SouthZone,3,3.7,16.0,0.325,0.402,High,Salaried,Branch,No,Yes,No,0
LN100101,C200101,32,Female,Graduate,Single,Salaried,6,167200,13933,1001,0.871,734,25,0,0,564000,72,12.39,11141,Vehicle,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,196862,Urban,AUTO,WestZone,1,0.7,12.3,0.381,0.372,High,Agri,Partner,No,No,Yes,0
LN100102,C200102,33,Male,Other,Married,Business,1,37700,3142,227,0.977,442,0,0,0,77000,36,19.53,2843,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,675875,Rural,AUTO,NorthZone,2,9.8,20.7,0.734,0.695,Medium,Salaried,Digital,Yes,No,Yes,0
LN100103,C200103,28,Male,Graduate,Single,Salaried,20,87200,7267,361,1.679,502,32,0,0,429000,48,14.54,11840,Home,Secured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,792469,Rural,AUTO,EastZone,1,8.2,22.5,0.881,0.808,Low,MSME,Partner,No,No,No,0
LN100104,C200104,36,Male,PostGraduate,Married,Business,2,198000,16500,1695,1.824,580,5,0,0,1074000,60,19.91,28401,Education,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,550374,SemiUrban,AUTO,SouthZone,2,27.6,12.9,0.406,0.353,Low,Mixed,Branch,No,Yes,No,0
LN100105,C200105,42,Male,HighSchool,Single,Farmer,1,13700,1142,72,1.023,611,17,0,1,59000,120,18.86,1096,Business,Unsecured,2024-01-01,Active,1,New,West Bengal,Unknown,Unknown,816236,SemiUrban,AUTO,EastZone,1,12.7,14.5,0.545,0.465,Low,Agri,Field,No,No,No,1
LN100106,C200106,60,Female,PostGraduate,Married,Salaried,45,93300,7775,63,2.0,576,34,0,0,860000,48,13.68,23363,Personal,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,675329,Rural,AUTO,SouthZone,2,0.1,13.9,0.389,0.386,Low,Salaried,Branch,No,Yes,No,0
LN100107,C200107,40,Female,PostGraduate,Single,Salaried,10,88200,7350,64,2.0,613,0,0,0,476000,36,16.17,16775,Agri,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,690371,SemiUrban,AUTO,SouthZone,3,13.0,15.3,0.331,0.383,Medium,Salaried,Branch,No,Yes,No,0
LN100108,C200108,41,Male,PostGraduate,Married,Salaried,36,41300,3442,407,2.0,770,51,0,0,325000,60,12.99,7393,Education,Unsecured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,939266,Urban,AUTO,SouthZone,1,15.5,17.2,0.513,0.428,High,MSME,Field,No,Yes,No,0
LN100109,C200109,37,Female,Graduate,Married,Salaried,30,22500,1875,247,2.0,575,44,0,0,132000,36,18.81,4826,Education,Unsecured,2024-01-01,Active,0,TopUp,Tamil Nadu,Unknown,Unknown,189857,Urban,AUTO,SouthZone,0,4.2,12.0,0.3,0.311,High,MSME,Digital,Yes,Yes,Yes,0
LN100110,C200110,21,Female,Graduate,Single,SelfEmployed,4,24300,2025,34,2.0,472,0,0,0,203000,36,15.26,7063,Home,Secured,2024-01-01,Active,0,Repeat,Andhra Pradesh,Unknown,Unknown,516916,Urban,AUTO,SouthZone,1,27.9,12.1,0.425,0.375,Medium,MSME,Field,No,Yes,No,1
LN100111,C200111,37,Male,Graduate,Single,SelfEmployed,12,57500,4792,291,2.0,584,19,0,1,865000,48,15.53,24307,Home,Secured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,721004,SemiUrban,AUTO,CentralZone,4,8.7,17.1,0.402,0.5,Low,Salaried,Field,No,No,No,1
LN100112,C200112,38,Male,PostGraduate,Single,Farmer,1,42600,3550,327,2.0,512,2,0,1,235000,48,17.22,6808,Personal,Unsecured,2024-01-01,Active,1,New,Gujarat,Unknown,Unknown,184887,Urban,AUTO,WestZone,2,16.4,15.1,0.292,0.312,High,Agri,Digital,Yes,Yes,No,1
LN100113,C200113,67,Male,PostGraduate,Married,Salaried,19,62800,5233,99,2.0,679,72,0,0,533000,24,15.29,25917,Education,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,122132,Urban,AUTO,CentralZone,1,2.1,17.1,0.441,0.504,High,MSME,Digital,No,Yes,No,0
LN100114,C200114,35,Male,HighSchool,Married,Business,6,34000,2833,295,2.0,641,0,1,0,211000,24,13.37,10068,Home,Secured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,833442,Rural,AUTO,SouthZone,4,5.9,9.7,0.399,0.419,Low,Salaried,Branch,No,No,No,1
LN100115,C200115,41,Male,PostGraduate,Married,SelfEmployed,2,120200,10017,1492,2.0,595,0,1,0,1100000,48,13.33,29691,Agri,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,548676,SemiUrban,AUTO,WestZone,2,0.3,19.7,0.59,0.549,Low,Salaried,Digital,No,Yes,No,0
LN100116,C200116,37,Male,PostGraduate,Married,Business,11,119700,9975,76,2.0,636,51,0,0,877000,18,13.53,54107,Home,Secured,2024-01-01,Active,1,New,Andhra Pradesh,Unknown,Unknown,632717,Rural,AUTO,SouthZone,4,10.1,21.8,0.639,0.591,Low,MSME,Digital,No,No,No,1
LN100117,C200117,23,Male,Graduate,Single,Salaried,0,42200,3517,1375,1.588,547,0,1,1,143000,48,18.14,4211,Personal,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,870872,SemiUrban,AUTO,SouthZone,4,40.2,13.8,0.482,0.467,Low,Salaried,Branch,No,Yes,No,1
LN100118,C200118,51,Other,HighSchool,Single,SelfEmployed,37,94500,7875,1537,1.357,680,65,0,0,522000,120,17.23,9148,Personal,Unsecured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,878864,SemiUrban,AUTO,SouthZone,1,0.2,20.4,0.477,0.498,Low,MSME,Digital,Yes,No,No,0
LN100119,C200119,47,Female,PostGraduate,Divorced,Salaried,6,90400,7533,398,1.347,589,36,1,0,355000,48,14.26,9747,Vehicle,Secured,2024-01-01,Active,0,TopUp,Bihar,Unknown,Unknown,561516,Urban,AUTO,EastZone,0,7.8,24.1,0.723,0.715,High,Salaried,Field,No,Yes,Yes,0
LN100120,C200120,47,Male,Graduate,Married,Salaried,35,98800,8233,250,2.0,769,93,0,0,582000,12,7.56,50509,Agri,Secured,2024-01-01,Active,1,Repeat,Uttar Pradesh,Unknown,Unknown,122800,SemiUrban,AUTO,NorthZone,0,41.7,23.8,0.773,0.66,Low,Agri,Field,Yes,Yes,No,0
LN100121,C200121,27,Male,PostGraduate,Married,Salaried,64,53900,4492,209,2.0,607,99,1,1,473000,48,13.99,12923,Personal,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,820435,Urban,AUTO,WestZone,0,21.0,18.4,0.523,0.506,Medium,Mixed,Field,No,Yes,No,1
LN100122,C200122,54,Male,PostGraduate,Single,SelfEmployed,65,233900,19492,1680,2.0,576,69,0,1,1119000,24,16.59,55106,Personal,Unsecured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,480139,Urban,AUTO,WestZone,4,8.5,13.2,0.197,0.327,High,Agri,Branch,No,No,No,1
LN100123,C200123,21,Male,HighSchool,Single,Salaried,29,22800,1900,186,2.0,615,53,1,1,134000,48,17.24,3883,Business,Unsecured,2024-01-01,Active,1,New,Maharashtra,Unknown,Unknown,727595,Rural,AUTO,WestZone,2,24.7,16.7,0.363,0.421,Low,Mixed,Partner,No,Yes,No,1
LN100124,C200124,45,Male,Graduate,Single,Farmer,33,170500,14208,5938,2.0,655,46,1,0,2860000,120,12.98,42669,Business,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,236233,SemiUrban,AUTO,SouthZone,0,39.7,23.6,0.511,0.568,Low,Salaried,Digital,Yes,Yes,Yes,0
LN100125,C200125,64,Male,Graduate,Single,Unemployed,5,12500,1042,153,1.156,636,0,0,0,68000,120,13.9,1052,Home,Secured,2024-01-01,Active,1,Repeat,Karnataka,Unknown,Unknown,738313,Rural,AUTO,SouthZone,1,23.8,13.3,0.396,0.314,Medium,Salaried,Partner,No,Yes,Yes,1
LN100126,C200126,26,Male,PostGraduate,Single,SelfEmployed,17,70400,5867,1275,1.483,632,48,1,0,275000,48,13.36,7427,Education,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,983286,SemiUrban,AUTO,WestZone,3,7.6,15.1,0.307,0.365,Low,MSME,Branch,No,Yes,No,1
LN100127,C200127,31,Male,Graduate,Married,Salaried,28,54600,4550,444,0.584,804,62,0,0,122000,84,12.92,2214,Vehicle,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,562392,Rural,AUTO,SouthZone,0,3.2,17.7,0.404,0.445,Low,Agri,Branch,No,Yes,No,0
LN100128,C200128,39,Male,HighSchool,Single,Business,34,35200,2933,675,2.0,536,83,0,1,332000,18,12.37,20303,Agri,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,690727,SemiUrban,AUTO,NorthZone,3,13.4,20.6,0.567,0.584,Low,Mixed,Field,No,Yes,Yes,1
LN100129,C200129,31,Female,PostGraduate,Married,Salaried,39,55600,4633,496,2.0,616,63,0,0,322000,24,14.34,15512,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,845760,Rural,AUTO,EastZone,0,10.2,17.5,0.474,0.483,Medium,Salaried,Partner,No,Yes,No,1
LN100130,C200130,21,Male,HighSchool,Single,Business,48,87800,7317,226,2.0,516,32,0,0,937000,24,18.41,46965,Education,Unsecured,2024-01-01,Active,0,TopUp,Kerala,Unknown,Unknown,192259,Urban,AUTO,SouthZone,2,80.0,12.6,0.334,0.318,High,Agri,Branch,Yes,Yes,No,0
LN100131,C200131,38,Male,Graduate,Single,Salaried,34,119000,9917,1007,2.0,596,95,0,0,727000,18,16.72,45944,Agri,Secured,2024-01-01,Active,1,Repeat,Telangana,Unknown,Unknown,174889,Rural,AUTO,SouthZone,0,32.8,20.3,0.395,0.521,Low,Salaried,Partner,No,Yes,No,1
LN100132,C200132,25,Male,Graduate,Married,Salaried,77,50600,4217,403,2.0,580,81,0,0,579000,60,12.83,13124,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,496942,Rural,AUTO,WestZone,2,30.7,15.5,0.439,0.43,Medium,Salaried,Branch,No,No,No,1
LN100133,C200133,43,Female,Graduate,Married,Salaried,44,99400,8283,658,2.0,518,44,0,0,665000,48,14.27,18262,Education,Unsecured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,330643,SemiUrban,AUTO,CentralZone,2,8.7,20.7,0.595,0.561,Low,MSME,Branch,Yes,No,No,1
LN100134,C200134,26,Female,Graduate,Married,Salaried,95,122200,10183,493,1.223,711,129,0,0,435000,48,14.35,11964,Business,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,171247,SemiUrban,AUTO,SouthZone,3,3.2,11.2,0.391,0.38,Low,Salaried,Field,No,Yes,No,0
LN100135,C200135,56,Male,Graduate,Married,Business,43,83600,6967,86,2.0,652,78,0,0,485000,36,14.43,16678,Vehicle,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,407087,Urban,AUTO,WestZone,4,11.8,20.1,0.556,0.586,High,Mixed,Field,No,Yes,No,1
LN100136,C200136,28,Female,Other,Married,Salaried,48,25000,2083,45,1.951,599,64,1,0,165000,60,16.06,4018,Personal,Unsecured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,761971,SemiUrban,AUTO,SouthZone,4,2.3,10.2,0.341,0.425,Low,MSME,Digital,No,No,No,0
LN100137,C200137,34,Male,HighSchool,Married,Salaried,70,56900,4742,480,2.0,659,120,1,0,542000,12,15.1,48946,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,292670,Urban,AUTO,EastZone,1,2.1,21.2,0.809,0.759,Medium,MSME,Branch,Yes,No,No,0
LN100138,C200138,47,Other,Graduate,Married,Salaried,38,105400,8783,831,2.0,602,29,0,0,548000,36,16.21,19323,Vehicle,Secured,2024-01-01,Active,0,New,Telangana,Unknown,Unknown,421234,Urban,AUTO,SouthZone,0,39.3,16.5,0.431,0.479,Medium,Salaried,Digital,No,Yes,No,1
LN100139,C200139,23,Male,Graduate,Married,SelfEmployed,5,38500,3208,763,0.59,584,1,0,0,75000,120,13.26,1131,Home,Secured,2024-01-01,Active,0,TopUp,Uttar Pradesh,Unknown,Unknown,570922,SemiUrban,AUTO,NorthZone,4,19.3,21.0,0.541,0.688,Medium,Salaried,Branch,Yes,No,No,0
LN100140,C200140,40,Male,Graduate,Married,SelfEmployed,2,146200,12183,600,2.0,648,24,0,0,580000,12,16.32,52712,Personal,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,576450,SemiUrban,AUTO,EastZone,4,7.3,25.6,0.548,0.746,Low,Salaried,Branch,Yes,Yes,No,0
LN100141,C200141,53,Female,Graduate,Married,Unemployed,3,14400,1200,82,2.0,519,31,0,0,93000,24,19.31,4702,Agri,Secured,2024-01-01,Active,1,Repeat,Karnataka,Unknown,Unknown,475521,SemiUrban,AUTO,SouthZone,2,3.1,16.1,0.4,0.393,Low,MSME,Field,No,Yes,Yes,1
LN100142,C200142,21,Male,HighSchool,Married,Business,52,50800,4233,67,1.175,604,97,0,0,307000,120,14.76,4908,Business,Unsecured,2024-01-01,Active,0,Repeat,Kerala,Unknown,Unknown,538835,Rural,AUTO,SouthZone,0,4.5,12.7,0.317,0.289,Medium,MSME,Digital,No,Yes,No,0
LN100143,C200143,40,Female,PostGraduate,Single,Business,0,93100,7758,154,1.432,452,11,0,0,494000,72,16.87,10954,Personal,Unsecured,2024-01-01,Active,0,TopUp,Kerala,Unknown,Unknown,331771,Rural,AUTO,SouthZone,1,25.3,16.3,0.311,0.399,Medium,Mixed,Branch,Yes,No,No,1
LN100144,C200144,41,Male,Graduate,Single,Salaried,5,65100,5425,92,1.62,699,0,0,0,384000,60,12.8,8698,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,485291,SemiUrban,AUTO,WestZone,1,19.5,13.9,0.448,0.36,Medium,Salaried,Branch,No,No,No,0
LN100145,C200145,47,Female,Graduate,Divorced,Salaried,4,63600,5300,399,1.056,737,0,0,0,325000,120,14.78,5200,Vehicle,Secured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,133755,Urban,AUTO,SouthZone,3,1.5,14.5,0.42,0.392,Medium,MSME,Digital,No,Yes,Yes,0
LN100146,C200146,23,Male,Graduate,Married,SelfEmployed,1,219800,18317,728,2.0,693,19,1,1,921000,24,12.84,43717,Personal,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,857156,SemiUrban,AUTO,WestZone,0,24.3,18.9,0.489,0.475,Low,MSME,Partner,No,No,Yes,1
LN100147,C200147,22,Male,HighSchool,Single,Salaried,59,13300,1108,280,2.0,588,90,0,0,120000,48,16.86,3454,Personal,Unsecured,2024-01-01,Active,0,Repeat,West Bengal,Unknown,Unknown,457495,SemiUrban,AUTO,EastZone,1,17.2,22.8,0.48,0.58,Low,Salaried,Partner,No,Yes,No,0
LN100148,C200148,44,Female,HighSchool,Married,Farmer,7,14300,1192,88,2.0,679,0,0,0,88000,24,16.48,4329,Personal,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,274704,Urban,AUTO,SouthZone,1,22.7,15.2,0.363,0.426,High,Mixed,Partner,No,No,Yes,0
LN100149,C200149,41,Female,HighSchool,Married,Business,40,33300,2775,877,1.348,636,81,0,0,125000,60,13.29,2863,Home,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,834331,SemiUrban,AUTO,WestZone,1,46.6,20.2,0.486,0.562,Low,MSME,Digital,No,Yes,No,0
LN100150,C200150,41,Female,HighSchool,Married,Salaried,5,35400,2950,173,1.712,563,0,0,1,269000,84,12.88,4876,Education,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,519320,Rural,AUTO,NorthZone,1,1.8,20.1,0.534,0.553,Medium,MSME,Digital,No,Yes,No,1
LN100151,C200151,42,Female,HighSchool,Married,Farmer,11,18000,1500,154,1.499,577,50,0,0,128000,84,9.54,2095,Vehicle,Secured,2024-01-01,Active,0,Repeat,West Bengal,Unknown,Unknown,274626,Urban,AUTO,EastZone,2,6.7,20.1,0.526,0.529,High,MSME,Branch,Yes,No,Yes,0
LN100152,C200152,29,Female,Graduate,Married,Salaried,4,20000,1667,89,2.0,623,0,0,0,119000,48,14.83,3302,Home,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,107560,Rural,AUTO,WestZone,3,7.4,15.7,0.323,0.33,Low,MSME,Digital,No,No,No,0
LN100153,C200153,40,Male,Graduate,Single,Salaried,0,86700,7225,1003,0.673,448,0,0,0,162000,72,19.79,3861,Business,Unsecured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,969596,Rural,AUTO,SouthZone,3,9.9,12.8,0.515,0.413,Low,Salaried,Branch,No,Yes,Yes,1
LN100154,C200154,41,Male,Graduate,Single,Salaried,34,116900,9742,1060,0.949,651,36,0,0,453000,120,18.08,8186,Personal,Unsecured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,745184,Rural,AUTO,SouthZone,4,6.9,13.8,0.443,0.317,Low,Salaried,Digital,Yes,No,No,0
LN100155,C200155,29,Male,HighSchool,Divorced,SelfEmployed,17,44700,3725,149,1.211,512,18,0,0,164000,60,20.19,4362,Vehicle,Secured,2024-01-01,Active,1,New,Tamil Nadu,Unknown,Unknown,859034,SemiUrban,AUTO,SouthZone,4,46.8,16.8,0.286,0.362,Low,Agri,Field,Yes,No,Yes,1
LN100156,C200156,60,Male,PostGraduate,Single,Business,16,111400,9283,3029,0.82,521,38,0,0,228000,84,16.41,4582,Education,Unsecured,2024-01-01,Active,0,TopUp,Karnataka,Unknown,Unknown,473912,Urban,AUTO,SouthZone,2,10.0,14.3,0.3,0.384,Medium,Mixed,Branch,No,Yes,No,0
LN100157,C200157,43,Female,PostGraduate,Single,Salaried,2,110800,9233,1439,0.603,648,0,0,1,196000,72,14.81,4124,Personal,Unsecured,2024-01-01,Active,1,New,Uttar Pradesh,Unknown,Unknown,625739,SemiUrban,AUTO,NorthZone,1,39.6,20.5,0.642,0.646,Low,Mixed,Digital,No,Yes,No,0
LN100158,C200158,23,Male,Other,Married,Business,27,26700,2225,44,1.681,574,79,0,1,107000,36,14.77,3697,Business,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,338524,Rural,AUTO,SouthZone,1,6.6,14.7,0.381,0.423,Medium,Salaried,Branch,No,Yes,Yes,1
LN100159,C200159,45,Female,Graduate,Single,Salaried,54,102000,8500,1117,1.45,555,78,0,0,648000,84,11.34,11212,Agri,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,888136,SemiUrban,AUTO,CentralZone,0,21.6,19.2,0.583,0.601,Low,Salaried,Branch,Yes,No,No,0
LN100160,C200160,26,Male,Graduate,Single,Unemployed,0,30800,2567,1205,1.921,534,0,0,0,148000,72,22.08,3726,Business,Unsecured,2024-01-01,Active,0,TopUp,Rajasthan,Unknown,Unknown,728413,SemiUrban,AUTO,WestZone,2,6.9,20.0,0.721,0.635,Low,Salaried,Branch,No,Yes,No,1
LN100161,C200161,47,Female,HighSchool,Married,Farmer,11,16100,1342,283,2.0,532,21,0,0,137000,36,18.75,5005,Agri,Secured,2024-01-01,Active,1,New,Gujarat,Unknown,Unknown,945971,Urban,AUTO,WestZone,1,30.5,12.0,0.344,0.274,High,Mixed,Field,No,Yes,No,1
LN100162,C200162,51,Male,PostGraduate,Single,Business,11,145900,12158,743,2.0,538,65,0,1,1710000,18,16.79,108124,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,737199,Urban,AUTO,EastZone,4,62.4,24.5,0.747,0.73,High,Salaried,Branch,No,No,No,1
LN100163,C200163,28,Male,HighSchool,Married,SelfEmployed,58,60300,5025,898,0.975,697,86,0,0,146000,48,14.16,4001,Vehicle,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,645373,SemiUrban,AUTO,CentralZone,4,23.5,17.6,0.657,0.519,Low,Salaried,Digital,No,No,No,0
LN100164,C200164,49,Female,Graduate,Married,Salaried,10,107400,8950,1147,2.0,648,0,1,0,1074000,36,13.43,36410,Education,Unsecured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,434753,SemiUrban,AUTO,SouthZone,3,8.0,16.1,0.435,0.4,Medium,Salaried,Field,No,No,No,0
LN100165,C200165,42,Male,Graduate,Single,Salaried,103,57800,4817,922,1.442,659,133,0,1,236000,48,10.34,6024,Agri,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,763162,SemiUrban,AUTO,NorthZone,2,10.3,19.5,0.631,0.577,Medium,Mixed,Partner,Yes,No,Yes,1
LN100166,C200166,47,Male,Graduate,Single,SelfEmployed,46,210600,17550,4762,1.072,736,76,0,0,788000,84,12.32,14046,Vehicle,Secured,2024-01-01,Active,1,New,Gujarat,Unknown,Unknown,316369,Rural,AUTO,WestZone,2,43.7,14.4,0.184,0.218,Low,Salaried,Field,Yes,Yes,Yes,1
